obsolete_hs10,obsolete_desc_en,new_hs10,new_desc_en,same_code,mechanical_relation,mapping_type,source_file,checked_on
2710129099,"Light oils and preparations, nes",2710129099,"Light oils and prep,o/t alkylenes/lubricating oils put up pack f retail sale,nes",True,same code,split,conc-10-stats-2022-1.xlsx,2026-09-07
2710199921,"Diesel fuel, for internal combustion engines, cont by weight <= 0.05% of sulphur",2710199923,"Diesel fuel blended w HDRD,fuel oil Nos. 2 & 3,cont >= 70% pet/bituminous min",False,same subheading,many to many,conc-10-stats-2022-1.xlsx,2026-09-07
2710199922,"Diesel fuel, for internal combustion engines, cont by weight > 0.05% of sulphur",2710199923,"Diesel fuel blended w HDRD,fuel oil Nos. 2 & 3,cont >= 70% pet/bituminous min",False,same subheading,many to many,conc-10-stats-2022-1.xlsx,2026-09-07
2710199929,"Fuel oils Nos 2 and 3, nes",2710199923,"Diesel fuel blended w HDRD,fuel oil Nos. 2 & 3,cont >= 70% pet/bituminous min",False,same subheading,many to many,conc-10-stats-2022-1.xlsx,2026-09-07
2710199921,"Diesel fuel, for internal combustion engines, cont by weight <= 0.05% of sulphur",2710199924,"Diesel fuel, for internal combustion engines, cont by weight <= 0.05% of sulphur",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
2710199922,"Diesel fuel, for internal combustion engines, cont by weight > 0.05% of sulphur",2710199925,"Diesel fuel, for internal combustion engines, cont by weight > 0.05% of sulphur",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
2710199929,"Fuel oils Nos 2 and 3, nes",2710199929,"Fuel oils Nos. 2 & 3,cont >= 70% pet/bituminous minerals,o/t biodiesel/waste,nes",True,same code,split,conc-10-stats-2022-1.xlsx,2026-09-07
2710199992,"Motor fuel blending stock, nes",2710199993,"Hydrogenation-derived renewable diesel,nes,cont >=70% pet/bituminous min/sim oil",False,same subheading,many to many,conc-10-stats-2022-1.xlsx,2026-09-07
2710199999,"Oils & preparations,cont >=70% petroleum/bitu minerals,o/t biodiesel/waste,nes",2710199993,"Hydrogenation-derived renewable diesel,nes,cont >=70% pet/bituminous min/sim oil",False,same subheading,many to many,conc-10-stats-2022-1.xlsx,2026-09-07
2710199991,"Petrochemical feed stocks, o/t gases, nes",2710199994,"Petrochemical feed stocks, o/t gases, nes",False,same subheading,one to one,conc-10-stats-2022-1.xlsx,2026-09-07
2710199992,"Motor fuel blending stock, nes",2710199995,"Motor fuel blending stock, nes",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
2710199999,"Oils & preparations,cont >=70% petroleum/bitu minerals,o/t biodiesel/waste,nes",2710199999,"Oils &preparations,cont >=70% petroleum/bitu min/sim oil,o/t biodiesel/waste,nes",True,same code,split,conc-10-stats-2022-1.xlsx,2026-09-07
2711121000,"Propane, liquefied, in containers ready for use",2711121010,"Propane, liquefied, ctnr ready for use,w minimum purity 90 liquid volume percent",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
2711121000,"Propane, liquefied, in containers ready for use",2711121090,"Propane,liquefied,ctnr ready f use,o/t w minimum purity 90 liquid volume percent",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
2711129000,"Propane, liquefied, o/t in containers ready for use",2711129010,"Propane, liquefied,o/t ctnr ready for use,w minimum purity 90 liquid vol percent",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
2711129000,"Propane, liquefied, o/t in containers ready for use",2711129090,"Propane, liquefied, o/t in containers ready for use, nes",False,same subheading,split,conc-10-stats-2022-1.xlsx,2026-09-07
2844400010,"Radioactive elements & isotopes & compounds, etc, nes",2844410000,"Elements, compounds cont tritium; alloys,dispersions,ceramic products & mixtures",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2844400090,"Alloys, dis, ceramic prod, & mx cont radioact elements,etc,nes;radioact residues",2844410000,"Elements, compounds cont tritium; alloys,dispersions,ceramic products & mixtures",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2844400010,"Radioactive elements & isotopes & compounds, etc, nes",2844420000,"Elements,compounds cont actinium-225,etc; alloys,dispersions,ceramic prod & mixt",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2844400090,"Alloys, dis, ceramic prod, & mx cont radioact elements,etc,nes;radioact residues",2844420000,"Elements,compounds cont actinium-225,etc; alloys,dispersions,ceramic prod & mixt",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2844400010,"Radioactive elements & isotopes & compounds, etc, nes",2844430000,"Radioactive elements,isotopes & compounds,nes; o alloys,dspr,ceramic prod & mixt",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2844400090,"Alloys, dis, ceramic prod, & mx cont radioact elements,etc,nes;radioact residues",2844430000,"Radioactive elements,isotopes & compounds,nes; o alloys,dspr,ceramic prod & mixt",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2844400010,"Radioactive elements & isotopes & compounds, etc, nes",2844440000,Radioactive residues,False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2844400090,"Alloys, dis, ceramic prod, & mx cont radioact elements,etc,nes;radioact residues",2844440000,Radioactive residues,False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2845900000,"Isotopes, nes, and their compounds",2845200000,"Isotopes, boron enriched in boron-10 & compd, inorgn/orgn,w/n chemically defined",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2845900000,"Isotopes, nes, and their compounds",2845300000,"Isotopes,lithium enriched in lithium-6 & compd,inorgn/orgn,w/n chemically define",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2845900000,"Isotopes, nes, and their compounds",2845400000,"Isotopes, helium-3, inorganic/organic, w/n chemically defined",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2845900000,"Isotopes, nes, and their compounds",2845900000,"Isotopes and their compounds, inorganic/organic, w/n chemically defined, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903410000,Trifluoromethane (HFC-23),False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903420000,Difluoromethane (HFC-32),False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903430000,"Fluoromethane(HFC-41),1,2-difluoroethane(HFC-152) & 1,1-difluoroethane(HFC-152a)",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903440000,"Pentafluoroethane(HFC-125),1,1,1-trifluoroethane(HFC-143a) ,etc",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390022,"1,1,1,2-Tetrafluoroethane",2903450000,"1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2- tetrafluoroethane (HFC-134)",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903460000,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), etc",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903470000,"1,1,1,3,3-Pentafluoropropane(HFC-245fa)&1,1,2,2,3- pentafluoropropane(HFC-245ca)",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903480000,"1,1,1,3,3-Pentafluorobutane(HFC-365mfc) & 1,1,1,2,2,3,4,5,5,5-decafluoropentane",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903490000,"Saturated fluorinated derivatives of acyclic hydrocarbons, halogenated, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903510000,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), etc",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390029,"Fluorinated hydrocarbons, nes",2903590000,"Unsaturated fluorinated derivatives of acyclic hydrocarbons, halogenated, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903390090,"Fluorinated,brominated or iodinated derivatives of acyclic hydrocarbons, nes",2903610000,Methyl bromide (bromomethane),False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2903310000,"Ethylene dibromide (ISO) (1,2-dibromoethane)",2903620000,"Ethylene dibromide (ISO) (1,2-dibromoethane)",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
2903390090,"Fluorinated,brominated or iodinated derivatives of acyclic hydrocarbons, nes",2903690000,"Brominated or iodinated derivatives of acyclic hydrocarbons halogenated, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2909600000,"Alcohol peroxides, ether peroxides, ketone peroxides and their derivatives",2909600000,"Alcohol peroxides,ether peroxides, acetal and hemiacetal peroxides,etc and deriv",True,same code,merge,conc-10-stats-2022.xlsx,2026-09-07
2911000000,"Acetals and hemiacetals and their haloge, sulpho, nitr or nitro derivatives",2909600000,"Alcohol peroxides,ether peroxides, acetal and hemiacetal peroxides,etc and deriv",False,same chapter,many to many,conc-10-stats-2022.xlsx,2026-09-07
2911000000,"Acetals and hemiacetals and their haloge, sulpho, nitr or nitro derivatives",2911000000,"Acetals and hemiacetals, w/n with other oxygen function, and their derivatives",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
2930900090,"Organo-sulphur compounds, nes",2930100000,"Organo-sulphur compounds of - 2-(N,N-Dimethylamino) ethanethiol",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2930900090,"Organo-sulphur compounds, nes",2930900090,"Organo-sulphur compounds, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
2931310000,Dimethyl methylphosphonate,2931410000,Dimethyl methylphosphonate,False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
2931320000,Dimethyl propylphosphonate,2931420000,Dimethyl propylphosphonate,False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
2931330000,Diethyl ethylphosphonate,2931430000,Diethyl ethylphosphonate,False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
2931390000,"Other organo-phosphorous derivatives, nes",2931440000,Methylphosphonic acid,False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2931380000,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),2931450000,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
2931350000,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",2931460000,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
2931360000,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosp",2931470000,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl) methyl methyl methylphosp",False,same heading,one to one,conc-10-stats-2022.xlsx,2026-09-07
2931390000,"Other organo-phosphorous derivatives, nes",2931480000,"3,9-Dimethyl-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5] undecane 3,9-dioxide",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2931340000,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,2931490000,"Non-halogenated organo-phosphorous derivatives, nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
2931370000,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosp",2931490000,"Non-halogenated organo-phosphorous derivatives, nes",False,same heading,merge,conc-10-stats-2022.xlsx,2026-09-07
2931390000,"Other organo-phosphorous derivatives, nes",2931490000,"Non-halogenated organo-phosphorous derivatives, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2931390000,"Other organo-phosphorous derivatives, nes",2931510000,Methylphosphonic dichloride,False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2931390000,"Other organo-phosphorous derivatives, nes",2931520000,Propylphosphonic dichloride,False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2931390000,"Other organo-phosphorous derivatives, nes",2931530000,O-(3-chloropropyl) O-[4-nitro-3-(trifluoromethyl)phenyl] methylphosphonothionate,False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2931390000,"Other organo-phosphorous derivatives, nes",2931540000,Trichlorfon (ISO),False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2931390000,"Other organo-phosphorous derivatives, nes",2931590000,"Halogenated organo-phosphorous derivatives, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2932990000,"Heterocyclic compounds with oxygen hetero-atom(s) only, nes",2932960000,Carbofuran (ISO),False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2932990000,"Heterocyclic compounds with oxygen hetero-atom(s) only, nes",2932990000,"Heterocyclic compounds with oxygen hetero-atom(s) only, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
2933330000,"Alfentanil,anileridine,bromazepam,fentanyl,phencyclidine (PCP),etc;salts thereof",2933330000,"Alfentanil,anileridine,bromazepam,fentanyl,phencyclidine (PCP),etc;salts thereof",True,same code,merge,conc-10-stats-2022.xlsx,2026-09-07
2933390090,"Heterocyclic compd,w nitr hetero-atoms,cont unfused pyridine ring in struct,nes",2933330000,"Alfentanil,anileridine,bromazepam,fentanyl,phencyclidine (PCP),etc;salts thereof",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2933390090,"Heterocyclic compd,w nitr hetero-atoms,cont unfused pyridine ring in struct,nes",2933340000,"Fentanyls and their derivatives, containing an unfused pyridine ring, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2933390090,"Heterocyclic compd,w nitr hetero-atoms,cont unfused pyridine ring in struct,nes",2933350000,3-Quinuclidinol,False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2933390090,"Heterocyclic compd,w nitr hetero-atoms,cont unfused pyridine ring in struct,nes",2933360000,4-Anilino-N-phenethylpiperidine (ANPP),False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2933390090,"Heterocyclic compd,w nitr hetero-atoms,cont unfused pyridine ring in struct,nes",2933370000,N-Phenethyl-4-piperidone (NPP),False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2933390090,"Heterocyclic compd,w nitr hetero-atoms,cont unfused pyridine ring in struct,nes",2933390090,"Heterocyclic compd,w nitr hetero-atoms,cont unfused pyridine ring in struct,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
2934990090,"Nucleic acids & their salts, w/n chem defined,nes; o heterocyclic compounds, nes",2934920000,"Fentanyls, their derivatives and salts thereof, w/n chemically defined, nes",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2934990090,"Nucleic acids & their salts, w/n chem defined,nes; o heterocyclic compounds, nes",2934990090,"Nucleic acids & their salts, w/n chem defined,nes; o heterocyclic compounds, nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
2939710000,"Cocaine,ecgonine,levometamf,metamfet,metamfet racemate; salts,esters,o deriv t/o",2939450000,"Levometamfetamine, metamfetamine (INN), metamfetamine racemate and their salts",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2939490000,"Ephedrines and their salts, nes",2939490000,"Alkaloids,of ephedra and their derivatives, natural/reproduced by synthesis, nes",True,same code,merge,conc-10-stats-2022.xlsx,2026-09-07
2939710000,"Cocaine,ecgonine,levometamf,metamfet,metamfet racemate; salts,esters,o deriv t/o",2939490000,"Alkaloids,of ephedra and their derivatives, natural/reproduced by synthesis, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2939790000,"Alkaloids, of veg origin, nes,nat/repro by synthesis,salts,ethers,esters,o deriv",2939490000,"Alkaloids,of ephedra and their derivatives, natural/reproduced by synthesis, nes",False,same heading,many to many,conc-10-stats-2022.xlsx,2026-09-07
2939710000,"Cocaine,ecgonine,levometamf,metamfet,metamfet racemate; salts,esters,o deriv t/o",2939720000,"Cocaine,ecgonine,nat/repro by synthesis,salts,esters & other derivatives thereof",False,same heading,split,conc-10-stats-2022.xlsx,2026-09-07
2939790000,"Alkaloids, of veg origin, nes,nat/repro by synthesis,salts,ethers,esters,o deriv",2939790000,"Alkaloids, of vegetal origin, nat/repro by synthesis,salts, esters & o deriv,nes",True,same code,split,conc-10-stats-2022.xlsx,2026-09-07
